,genero_musica,artista,listeners,playcount,biografia,artistas_similares
275,latino,Kumbia Queers,20013,193594,"Seis locas punk and rollers aburridas del rock actual deciden autoexplotar su lado Kumbianchero y Queer haciendo canciones de chicas para chicas...

El grupo nace en argentina en el 2006 y actualmente ya tienen un video y un album. Hacen versiones cumbia en español de canciones clasicas de grupos como the cure, black sabbath, madonna y nancy sinatra.

La banda se conforma por chicas de varias agrupaciones, Pilar Arrese y Patricia Pietrafesa, bajista y guitarrista de She Devils <a href=""https://www.last.fm/music/Kumbia+Queers"">Read more on Last.fm</a>","['Sudor Marika', 'El Hijo de la Cumbia', 'El Remolón', 'Los Miticos Del Ritmo']"
281,latino,Spam Allstars,3485,25188,"DJ Le Spam & Spam Allstars blend improvisational electronic elements and turntables with latin, funk, hip hop and dub to create what they call an electronic descarga.  It’s not a known genre.  It’s hard to describe.  It attracts many types of people. But as they look out and see people dancing salsa, next to break-dancers, and festival-goers driving for hours to catch a show -- they know something very special is going on.

Spam Allstars were formed by Andrew Yeomanson <a href=""https://www.last.fm/music/Spam+Allstars"">Read more on Last.fm</a>","['The Spam Allstars', ""Karl Denson's Tiny Universe"", ""J-Boogie's Dubtronic Science"", 'Chico Mann']"
282,latino,Cabas,100893,859833,"Andrés Mauricio Cabas, or just Cabas (born 7 October 1977) is a Colombian musician. His music, which is slowly gaining popularity, is distinguished by its catchy and Caribbean sounding songs.


Cabas released his self-titled album, ""Cabas"", in 2000, which he hoped to be popular and joyful. It became a huge success in Colombia, where his single Mi Bombón (My Lollipop) lead the charts of radio stations for three consecutive months, earning him a Gold Disc and a double Platinum disc. <a href=""https://www.last.fm/music/Cabas"">Read more on Last.fm</a>","['Andrés Cepeda', 'Juanes', 'Fonseca', 'Bacilos']"
284,latino,Turista,1532,6255," <a href=""https://www.last.fm/music/Turista"">Read more on Last.fm</a>","['Calendar', 'Tati Falco', 'Los Reyes del Falsete', 'Valentín y los Volcanes']"
296,latino,Moncho Berry,4699,24348," <a href=""https://www.last.fm/music/Moncho+Berry"">Read more on Last.fm</a>","['Kanaku y el tigre', 'Carlos Cruzalegui', 'Números Primos', 'Tourista']"
299,latino,TROPA,1391,6205," <a href=""https://www.last.fm/music/TROPA"">Read more on Last.fm</a>","['torya', 'Pretta Poder', 'Black Queen', 'Maru2D']"
301,latino,Musica Latina,435,2641," <a href=""https://www.last.fm/music/Musica+Latina"">Read more on Last.fm</a>","['Exitos de la Musica Latina', '9. ""Yeah but That Backflip Tho""', 'Janet Grice', 'Decemer Bueno']"
302,latino,Salsaloco De Cuba,5251,28949," <a href=""https://www.last.fm/music/Salsaloco+De+Cuba"">Read more on Last.fm</a>","['Salsa Latin 100%', 'Pochi Y Su Cocoband', 'Juan Formell', 'Marc Anthony;Jennifer Lopez']"
306,latino,Sano,10502,84554,"Sano is a name used by several artists, including:
1)  An Italian alternative / pop artist
2) Dutch drum and bass producer Jonas van der Plas
3) Colombian electronic producer Sebastian Hoyos
4) A power pop group from Los Angeles featuring members of Fiction Like Non-Fiction <a href=""https://www.last.fm/music/Sano"">Read more on Last.fm</a>","['Whitemary', 'Postino', 'thru collected', 'Plant']"
308,latino,Bosques,2324,18041,"Bosques is a band formed in Buenos Aires, Argentina around 2009. They are considered and experimental and ambiental act, with shoegaze and noise influences. In 2012 they released their first LP, Eomaia Nam, the continuation of their first EP, Pleroma Sum. Even though they first started as a duo, they've become a three-piece band. They have currently signed with Sadness Discos. <a href=""https://www.last.fm/music/Bosques"">Read more on Last.fm</a>","['Atrás Hay Truenos', 'Atrashaytruenos', 'digisagas', 'Entidad Animada']"
309,latino,Badshah,108501,1909784,"Rapper- Composer- Lyricist. The latest Star on the Indian Rap Horizon, the multi dimensional BADSHAH is the true representative of Rap on the Hindi-Punjabi Music Scene, successfully bringing the punch of Hip Hop to Bollywood with the latest Club banger “Abhi toh Party Shuru Hui Hai” in the Sonam Kapoor starrer Khoobsurat and “Saturday Saturday”, that had the entire nation groove to its beats featured on Bollywood’s two most promising stars Alia Bhatt and Varun Dhawan. <a href=""https://www.last.fm/music/Badshah"">Read more on Last.fm</a>","['Yo Yo Honey Singh', 'Raftaar', 'Shubh', 'Kr$na']"
321,latino,Alibi Music,7005,75505," <a href=""https://www.last.fm/music/Alibi+Music"">Read more on Last.fm</a>","['Colossal Trailer Music', 'Twelve Titans Music', 'Jo Blankenburg', 'Audiomachine']"
323,latino,Fusion Latina,34,70," <a href=""https://www.last.fm/music/Fusion+Latina"">Read more on Last.fm</a>",[]
325,latino,Daddy Yankee,1694008,33903503,"Ramón ""Raymond"" Luis Ayala Rodríguez (born February 3, 1977), known artistically as Daddy Yankee, is a Latin Grammy Award winning Puerto Rican reggaeton recording artist. Ayala was born in Río Piedras, the largest district of San Juan, Puerto Rico, where he became interested in music at a young age. In his youth he was interested in baseball, and aspired to become a Major League Baseball player. He was unable to continue this sport when he got shot in the leg by being mistaken for his friend by a unknown man <a href=""https://www.last.fm/music/Daddy+Yankee"">Read more on Last.fm</a>","['Don Omar', 'Wisin & Yandel', 'Alexis y Fido', 'Zion & Lennox']"
331,latino,RAVEN DAVE,75,174," <a href=""https://www.last.fm/music/RAVEN+DAVE"">Read more on Last.fm</a>",[]
332,latino,Aliss,1157,12247," <a href=""https://www.last.fm/music/+noredirect/Aliss"">Read more on Last.fm</a>",[]
335,latino,"Tito ""El Bambino""",194798,1907547,"Efraín David Fines Nevares (born October 5, 1981), known professionally as Tito ""El Bambino"", is a Puerto Rican recording artist. He rose to fame as Tito of the duo Héctor & Tito.
In 2010 his song, ""El Amor"", written with Joan Ortiz Espada, was awarded Latin Song of the Year by the American Society of Composers, Authors and Publishers (ASCAP). He was awarded Songwriter of the Year at the 2011 ASCAP.

Musical Career

As Héctor & Tito

Tito and his partner released a number of hit songs in their native Puerto Rico <a href=""https://www.last.fm/music/Tito+%22El+Bambino%22"">Read more on Last.fm</a>","['Tony Dize', 'Wisin & Yandel', 'Héctor ""El Father""', 'R.K.M & Ken-Y']"
336,latino,Anti-Sociales,96,862," <a href=""https://www.last.fm/music/+noredirect/Anti-Sociales"">Read more on Last.fm</a>",[]
343,latino,Juventud Crasa,2189,38299,"Juventud Crasa was formed on 1999 after the break up of the band Socialmente Muertos (1997-1999).
They play a strong, energetic punk rock with a political consciensce. 
Good hooks, good melody and a bare bones punk rock attitude is mixed with an intense performace of each band member on their shows.
They recorded their first and second full length album under the Discos de Hoy label  They are now recording four new songs for a new split album with, Tropiezo (Puerto Rico), Intifada (Chicago) and No Slogan (Chicago).
 <a href=""https://www.last.fm/music/Juventud+Crasa"">Read more on Last.fm</a>","['La Experiencia de Toñito Cabanilla$$$', 'necronazis', 'Un Final Fatal', 'Crissálida']"
344,latino,Bairoa,977,4361," <a href=""https://www.last.fm/music/Bairoa"">Read more on Last.fm</a>","['Los Wálters', 'Balún', 'ÌFÉ', 'AFFER']"
347,latino,Musica Romantica de Fondo,5,23," <a href=""https://www.last.fm/music/Musica+Romantica+de+Fondo"">Read more on Last.fm</a>",[]
348,latino,UNRB,1108,9097,"Hailing from St. Petersburg FL, UNRB uses an electric ukulele and 
a 4-piece horn section to create a fusion of ska, rock and jazz that 
has proven tremendously popular with teens and adults alike (and even a few grandmas!). As a band that takes themselves ""just seriously enough, ""their live shows involve plenty of onstage antics, instrument changes, and a healthy dose of crowd interaction. It's this combination of talent and offbeat humor that has <a href=""https://www.last.fm/music/UNRB"">Read more on Last.fm</a>","['Victims Of Circumstance', 'Demon Waffle', 'The A-OKs', 'Hooray for Our Side']"
350,latino,SIGNATURE TRACKS,2864,12112," <a href=""https://www.last.fm/music/SIGNATURE+TRACKS"">Read more on Last.fm</a>","['Vanacore Music', 'Mosh Party', 'Tara George', 'Kali J']"
352,latino,Anitta,928037,111813209,"Larissa de Macedo Machado, known professionally as Anitta, is a Brazilian singer, songwriter, dancer, businesswoman and TV presenter. She rose to national fame with the release of her single ""Show das Poderosas"" in 2013.

After achieving commercial success with her debut single ""Meiga e Abusada"" in 2012, she signed a recording contract with Warner Music Brazil in January 2013. In July of the same year, she released her self-titled debut album which produced four successful singles and was certified platinum in Brazil. <a href=""https://www.last.fm/music/Anitta"">Read more on Last.fm</a>","['Zaac', 'PEDRO SAMPAIO', 'Luísa Sonza', 'Pabllo Vittar']"
355,latino,Lalo Ebratt,65479,544979,"Eduardo Mario Ebratt Troncoso (born February 3, 1993, in Santa Marta, Colombia), better known by his stage name Lalo Ebratt, is a Colombian reggaeton singer who first came to public attention as a member of Trapical Minds, a latin hip-hop project put together by Colombian label RedSnapperMusic that also features singers Yera and Skinny Happy, before launching a solo career.

He is best known for his viral hit single ""Mocca"", released on April 27, 2018. <a href=""https://www.last.fm/music/Lalo+Ebratt"">Read more on Last.fm</a>","['Andy Rivera', 'Piso 21', 'J Balvin', 'Ovy On The Drums']"
356,latino,Frontera Bugalú,404,3013," <a href=""https://www.last.fm/music/Frontera+Bugal%C3%BA"">Read more on Last.fm</a>","['Cumbia Connection', 'Sonido Cachimbo', 'Caro Luna', 'Zyme One']"
357,latino,Juanes,982869,15405781,"Juan Esteban Aristizábal Vásquez (born August 9, 1972), best known as Juanes, is a rock musician from Medellín, Colombia. When he was younger, his father started calling him Juanes, rather than Juan, a contraction of his two first names Juan and Esteban. As his friends grew to know him by this name, he chose to keep it for his musical career, which started when he, Andrés García, Fernando ""Toby"" Tobón and José David Lopera, formed the rock band Ekhymosis in 1988. <a href=""https://www.last.fm/music/Juanes"">Read more on Last.fm</a>","['Bacilos', 'Cabas', 'Carlos Vives', 'Maná']"
362,latino,Myke Towers,447249,15365592,"Myke Towers, whose real name is Michael Torres, is a Puerto Rican rapper and composer born on January 15, 1994 in Río Piedras, Puerto Rico. Since his teenage years, Myke Towers has been involved in the underground rap scene in Puerto Rico under the name Mike Towers, and his first compositions and freestyles were published on his SoundCloud account. He gained recognition in 2014 with songs such as ""Día de cobro"", ""Por Mí"", ""Es Normal"" and ""En los Bloques"". <a href=""https://www.last.fm/music/Myke+Towers"">Read more on Last.fm</a>","['Jhayco', 'Mora', 'Anuel AA', 'Feid']"
364,latino,Ovy On The Drums,110031,1227060," <a href=""https://www.last.fm/music/Ovy+On+The+Drums"">Read more on Last.fm</a>","['Sky Rompiendo', 'Chris Jedi', 'The Academy: Segunda Misión', 'Piso 21']"
367,latino,Reik,506968,9866719,"Reik is a Mexican band from Mexicali, Baja California, Mexico. Formed by Jesús Alberto Navarro Rosas (Lead Vocals), Julio Ramírez Eguía (Guitar, Backing Vocals), and Gilberto Marín Espinoza ""Bibi"" (Backing Guitar, Backing Vocals).

In 2003, Jesús Navarro and Julio Ramirez started their then-nascent musical project, tentatively called ""Reik"". It was then they recorded their first demos, which were released through the Mexican underground club scene. <a href=""https://www.last.fm/music/Reik"">Read more on Last.fm</a>","['Camila', 'Sin Bandera', 'Río Roma', 'Jesse & Joy']"
370,latino,Alterlatina,199,2042," <a href=""https://www.last.fm/music/Alterlatina"">Read more on Last.fm</a>","['Jesse PungaZ', 'Urbanse', 'Veeyam', 'Lego Skillz']"
371,latino,Musica Latina Playlist,19,182," <a href=""https://www.last.fm/music/Musica+Latina+Playlist"">Read more on Last.fm</a>",[]
372,latino,Lucas,62443,735787,"1. Wong Yuk-hei (Traditional Chinese: 黃旭熙; Simplified Chinese: 黄旭熙, born 25 January 1999), better known by the mononym LUCAS, is a Hong Kong rapper, singer and model. He is a member of the South Korean boy group NCTand its sub-units NCT U and WayV, as well as SM Entertainment supergroup, SuperM. LUCAS was born on 25 January 1999 in Sha Tin, Hong Kong, to a Chinese father with Teochew ancestry and a Thai mother. He has one younger brother and attended Tung Wah Group of Hospitals Yow Kam Yuen College. <a href=""https://www.last.fm/music/Lucas"">Read more on Last.fm</a>","['TAEYONG', 'RIIZE', 'NCT WISH', 'WayV-TEN&YANGYANG']"
377,latino,Rema,746015,13323516,"Rema (birth name Divine Ikubor)  is a Nigerian afrobeat and hip-hop artist from Benin City, Edo State. His critically acclaimed EPs have changed the wave of hip-hop/trap in Nigeria, with the songs ""Iron Man"" and ""Spiderman"" were featured on Obama's music list in 2019, while ""Dumebi"" was a global hit. His debut album Rave & Roses was released on March 25, 2022. <a href=""https://www.last.fm/music/Rema"">Read more on Last.fm</a>","['Victony', 'Omah Lay', 'Asake', 'Wizkid']"
378,latino,Sean Paul,2446396,33354453,"Sean Paul Ryan Francis Henriques (born January 9, 1973 in Kingston, Jamaica) is a Grammy Award winning reggae and dancehall singer and rapper. He released his debut solo album, Stage One, in 2000 and followed this in 2002 with Dutty Rock, which won the 2004 Grammy Award for best reggae album and generated four top twenty Billboard Hot 100 hits, including #1 'Get Busy'. His new cd, Tomahawk Technique, was released in February 2012 and has generated another hit ""She Doesn't Mind"". <a href=""https://www.last.fm/music/Sean+Paul"">Read more on Last.fm</a>","['Beenie Man', 'Kevin Lyttle', 'Shaggy', 'Elephant Man']"
379,latino,Elaine,68311,638044,"There are currently different artists and bands under this name

- Ndivhuwo Elaine Mukheli (born 2 April 1999), known professionally as Elaine, is a South African R&B singer and songwriter from Pretoria. While studying law at the University of the Witwatersrand, she self-released her debut EP Elements in September 2019. The EP reached No. 1 on both the national iTunes and Apple Music album chart, making her the first independent female artist to do so. <a href=""https://www.last.fm/music/Elaine"">Read more on Last.fm</a>","['Blxckie', 'Park Won', 'Sam Kim', 'Summer Walker']"
381,latino,Lele Pons,160772,1298131,"Eleonora ""Lele"" Pons Maronese (born June 25, 1996) is a venezuelan internet celebrity, YouTuber, actress, singer, dancer, model and former host of La Voz... México.

Pons came to prominence on Vine, before the platform shut down in 2016. She has since branched out, creating comedy sketches for YouTube, where she now has over 14 million subscribers, and 35.3 million followers on Instagram. She has acted in film, television, and in music videos, has released her own music, and co-authored a novel in 2016.  <a href=""https://www.last.fm/music/Lele+Pons"">Read more on Last.fm</a>","['Becky G', 'Natti Natasha', 'Sofia Reyes', 'Sofía Reyes']"
386,latino,Tavú,598,2828,"Breaking the boundaries of heavy music for more than 16 years, TAVU has graced the stage all over Puerto Rico, Santo Domingo and Costa Rica, as well as shared the stage with KORN, ANTHRAX, D.R.I., MUNICIPAL WASTE, FULL BLOWN CHAOS, GOD FORBID, SWASHBUCKLE, PUYA, THE ABSENCE, WALLS OF JERICHO, ANKLA, SANTUARIO, JOEY BELLADONNA, and more.

Powerful, expressive, solid, and explosive, their live shows are always intense and undeniably memorable. Heaviness without compromise, vision without limits. <a href=""https://www.last.fm/music/Tav%C3%BA"">Read more on Last.fm</a>","['Nueve Vidas', 'Crissálida', 'Lapdance', 'Astrid Pröll']"
387,latino,Latin Electronic Dance Music,6,13," <a href=""https://www.last.fm/music/Latin+Electronic+Dance+Music"">Read more on Last.fm</a>",[]
391,latino,Reykon,99623,859829,"Reykon is a Colombian reggaeton singer, born in Envigado, Colombia on December 12, 1986. His birth name is Andres Felipe Robleto Londono. He rose to fame in 2009 with the song La Santa. Other hits such as No Molestes Mas, Sin Mieto, and Tuturuwa gave him more fame. In 2014, he ganed international fame with the song Secretos. Subsequently, the song was released in important U.S cities such as Chicago, New York, and Miami, where it quickly became a club anthem. <a href=""https://www.last.fm/music/Reykon"">Read more on Last.fm</a>","['Luigi 21 Plus', 'Andy Rivera', 'Kevin Roldan', 'Wisin']"
393,latino,Monte,23784,121319,"There is more than one artist under the name Monte

1-  Monte is a four-piece rock band from Sydney, combining massive walls of sound and driving rhythms with melodic sensibilities.

Four piece Kiwi turned Sydney-siders MONTE release ‘Who We Are’, an explosive debut album which demoanstrates a new brand of alternative rock music yet to be heard by Australian audiences. Recorded in the wilderness that is The Grove Studios on the Central Coast and produced by Samuel K (Gatherer <a href=""https://www.last.fm/music/Monte"">Read more on Last.fm</a>","['Los Waldners', 'Ave Negra', '424', 'Hijos']"
394,latino,Jerry Di,61137,523221,"Omeba Soto (born November 26, 1992), known professionally as Jerry Di, is one of Venezuela's most important singers and composers.
usic has always been the best therapy for Jerry Di. He claims that life taught him to compose, while music itself taught him to live. He’s mainly influenced by reggaeton, ballads and hip hop in Spanish. <a href=""https://www.last.fm/music/Jerry+Di"">Read more on Last.fm</a>","['Beéle', 'Dalex', 'Farruko', 'Sech']"
400,latino,Norwayy,3078,15710," <a href=""https://www.last.fm/music/Norwayy"">Read more on Last.fm</a>","['Vaya Futuro', 'Sadfields', 'Pure Morning', 'Fryturama']"
401,latino,Natalia Lugo,94,875," <a href=""https://www.last.fm/music/Natalia+Lugo"">Read more on Last.fm</a>","['Ana Isabelle', 'José Nogueras', 'LA BANDA ALGARETE', 'Felipe Rodriguez']"
403,latino,Almas Band,462,2272," <a href=""https://www.last.fm/music/Almas+Band"">Read more on Last.fm</a>","['Bo Dollis Jr', 'Cha Wa', 'Ric Robertson', 'NG2, Edgar Daniel, Carolina La']"
409,latino,Kefas,122,3084,"Scandinavian Musician.  <a href=""https://www.last.fm/music/Kefas"">Read more on Last.fm</a>","['Kapucíni', 'Timothy', 'Tretí deň', 'Desmod']"
410,latino,Kran,419,2967," <a href=""https://www.last.fm/music/Kran"">Read more on Last.fm</a>","['Evaleen', 'Rey de Piedra', 'Atento Facuse', 'Portal Disonante']"
413,latino,Maná,650675,13222528,"There is more than one artist with this name:

1) Maná (note the accent) is a Mexican  rock  group that had its origins near the end of the 1970s in Guadalajara, Jalisco, México. Their sound has strong influences from hard rock and more mellow pop sounds with additional influences from calypso and reggae. They started with the name ""Sombrero Verde"", but in the late 80's it was changed to the current name. They have a long trajectory as musicians and the band underwent two lineup changes in the 90's. <a href=""https://www.last.fm/music/+noredirect/Man%C3%A1"">Read more on Last.fm</a>","['Enanitos Verdes', 'Hombres G', 'Juanes', 'Elefante']"
417,latino,Rando,6355,32648," <a href=""https://www.last.fm/music/+noredirect/Rando"">Read more on Last.fm</a>",[]
418,latino,Maria McCausland,320,763," <a href=""https://www.last.fm/music/Maria+McCausland"">Read more on Last.fm</a>","['Martina La Peligrosa', 'Laura Pérez', 'Adriana Lucia', 'Pilar Cabrera']"
420,latino,Shonny,116,439," <a href=""https://www.last.fm/music/Shonny"">Read more on Last.fm</a>","['Shonny & El Hijo Del Búho', 'Cero39', 'El Hijo del Búho', 'Ácido Pantera']"
424,latino,Jr Loppez,845,4320," <a href=""https://www.last.fm/music/Jr+Loppez"">Read more on Last.fm</a>","['Rafael Starcevic', 'John W', 'Liu Rosa', 'Elias Rojas']"
425,latino,Boundary,20503,130712,"Boundary refers to an electronic producer from Montreal named Ghislain Poirier and an Austrian Metal Band from Vienna.

You may not have come across Boundary before, but chances are you have heard the production skills of the man behind the project alias, Montreal’s Ghislain Poirier. For an electronic producer who has no issues changing sonic direction under his own name multiple times, for the first time Poirier has opted to release an album in more anonymous fashion. <a href=""https://www.last.fm/music/Boundary"">Read more on Last.fm</a>","['Patrick Holland', 'Astrid Sonne', 'Barker', 'Vegyn']"
431,latino,MONITOR COLLECTIVE,340,1165," <a href=""https://www.last.fm/music/MONITOR+COLLECTIVE"">Read more on Last.fm</a>","['Nicolai Fella', 'Telebit', ""oh'laville"", 'Rap Bang Club']"
433,latino,Dunkelwald,1440,5846,"There exists at least two bands named Dunkelwald.

1. A Forest Black Metal/Ambient band, leaded by it's only member Kaltetod. Songs ""When darkness covers my soul"" and ""Warlord"" aren't from this one. The logo there is this one's. <a href=""https://www.last.fm/music/Dunkelwald"">Read more on Last.fm</a>","['Tsaffire', 'Vincent Christ', 'Camlann', 'Violet Silhouette']"
436,latino,Ragazzi,20512,136597,"Ragazzi is a Mexican band formed around 1997 the first set of 5 members had their 1st studio disc called Veneno, then they disbanded because they were forced to record what they were told, they didnt agree with that and formed another band on their own.
Then another members were hired and recorded discs like Libre back in 1999 <a href=""https://www.last.fm/music/Ragazzi"">Read more on Last.fm</a>","['Mercurio', 'Iskander', 'Benny Ibarra', 'La Nueva Banda Timbiriche']"
437,latino,La Cantina,29657,110932," <a href=""https://www.last.fm/music/La+Cantina"">Read more on Last.fm</a>","['Kill Emil', 'Roger Molls', 'Nym', 'The Geek x Vrv']"
438,latino,Besos,4085,16583," <a href=""https://www.last.fm/music/Besos"">Read more on Last.fm</a>","['Münechild', 'Cody Ash', 'Marsandaras (M*A*R*S)', 'Renwick']"
441,latino,MOÜGLI,11947,55719,"MOÜGLI is a Colombian band that started in Bogota in mid 2016, focused on mixing nature sounds with current electronic trends.

Their main focus is to represent, through their music, the diverse elements that make up Colombian multiculturalism.

The project is formed by Samuel Lizarralde and Juan Pablo Delgado. <a href=""https://www.last.fm/music/MO%C3%9CGLI"">Read more on Last.fm</a>","['VILAMAREA', 'La Payara', 'Cero39', 'Salomón Beda']"
443,latino,Mickey Destro,454,1432,"In the Caribbean, music plays an essential part of peoples lives, whether it’s merengue, salsa, Spanish pop, rock or reggae – music is deeply rooted within our souls. 

Born in Santo Domingo, Dominican Republic, Mickey Destro has been surrounded by music at a young age. 

As he grew older, he developed a passion for electronic music, which at that time was a bit of a taboo on the island and the community of electronic music was small. Even so <a href=""https://www.last.fm/music/Mickey+Destro"">Read more on Last.fm</a>","['Chez Tropics', 'La Marimba', 'Yellow Outlet', 'Solo Fernández']"
448,latino,Locura,1054,7195,"MORE THAN 1 BAND w/ this NAME

LOCURA -- San Francisco Bay Area - http://www.myspace.com/locuramusica 

LOCURA, is an experimental trio based in the SF Bay Area who blends the melodies of Salsa, funk, hip-hop and reggae into their unique sound. 

Vocalist Kata Miletich, uses an amazing vocal range to seductive deliver a powerful humanistic message  using folksy lyrics that flow harmoniously between English and Spanish effortlessly demonstrating the power of bilingual expression. <a href=""https://www.last.fm/music/Locura"">Read more on Last.fm</a>","['iyexa', 'B-Side Players', 'CrustenUnie', 'Spetterpoep']"
452,latino,Valentina,69129,454563,"There are several acts named Valentina.

1) Valentina (full name: Valentina Tronel) is a child singer who was born in Rennes, France. She auditioned for The Voice Kids in France in 2016, but no one turned. She competed at Junior Eurovision Song Contest 2020 with her song ""J'imagine"" representing France and won the contest. She is also currently a part of the group Kids United.

2) Valentina is a singer/songwriter from Italy and UK.
""A floating, ethereal world away from the alt-dance world inhabited by the Hot Chip musician <a href=""https://www.last.fm/music/Valentina"">Read more on Last.fm</a>","['Virginelle', 'Norma Sheffield', 'Karen', 'Matt Land']"
457,latino,Latin Masters,2442,14539," <a href=""https://www.last.fm/music/Latin+Masters"">Read more on Last.fm</a>","['Jonny Bombastic', 'The Bridgettes', 'The Working Guys', 'Red Bone Boyz']"
461,latino,The Marías,1267764,60422438,"Formed in Los Angeles in late 2016, The Marías are a smooth rendezvous of jazz percussion, hypnotic guitar riffs, smoke- velvet vocals and nostalgic horn solos, there’s something undeniably sensual in the group’s dreamlike fusion of jazz, psychedelia, funk and lounge.

Vocals/guitar – Maria
Drums/vox/producer – Josh
Lead guitar/vox – Jesse Perlman
Bass – Carter Lee
Keys – Edward James <a href=""https://www.last.fm/music/The+Mar%C3%ADas"">Read more on Last.fm</a>","['Clairo', 'Men I Trust', 'Magdalena Bay', 'Tokyo Tea Room']"
464,latino,Un Final Fatal,585,6902,"Un Final Fatal is a hardcore punk band from Puerto Rico. <a href=""https://www.last.fm/music/Un+Final+Fatal"">Read more on Last.fm</a>","['necronazis', 'Juventud Crasa', 'La Experiencia de Toñito Cabanilla$$$', 'tropiezo']"
465,latino,The Romy,875,1981," <a href=""https://www.last.fm/music/The+Romy"">Read more on Last.fm</a>","['DJ Pasi', 'Danilo Orsini', 'RICKY JO', 'El Pito De Herrera']"
467,latino,sisah,642,4378," <a href=""https://www.last.fm/music/sisah"">Read more on Last.fm</a>","['Americania', 'Sunsplash', 'Recordatorio', 'Famasloop']"
469,latino,Álvaro De Luna,27000,400153," <a href=""https://www.last.fm/music/%C3%81lvaro+De+Luna"">Read more on Last.fm</a>","['Vicco', 'Lola Indigo', 'Lérica', 'Ana Mena']"
470,latino,Llane,21779,163497,"Llane (born Juan David Castaño Montoya on January 20, 1990 in Medellín, Colombia) is a Colombian singer, formerly a member of the group Piso 21 and now a solo artist <a href=""https://www.last.fm/music/Llane"">Read more on Last.fm</a>","['Nibal', 'Alejandro Santamaria', 'Dylan Fuentes', 'Yera']"
473,latino,Rico,77622,648087,"There are at least nine different artists called Rico.

1. Rico is a reggae and ska trombonist. Full name: Rico Rodriguez.

2. Rico ""Ricardo Capuano"" was a Scottish industrial rock musician based in Glasgow, United Kingdom. He was regarded as Glasgow's answer to Trent Reznor. The high-point of his career was his 2003 collaboration with Gary Numan , Crazier which reached no.13 on the UK singles charts. He released two albums 1998's Sanctuary Medicines and 2004's Violent Silences. Born 23rd June 1971 he passed away 16th August 2022. <a href=""https://www.last.fm/music/Rico"">Read more on Last.fm</a>","['The Selecter', 'Rico Rodriguez', 'The Specials', 'The Untouchables']"
480,latino,Deuce Eclipse,1064,6680," <a href=""https://www.last.fm/music/Deuce+Eclipse"">Read more on Last.fm</a>","['Hatchet Men', 'Dr. Crobe', 'OuterSpace and DJ SatOne', 'Badbeats']"
481,latino,Jake Williams,1979,4806," <a href=""https://www.last.fm/music/Jake+Williams"">Read more on Last.fm</a>","['Lyto mc', 'Astro Andy', 'Maria Lamuela', 'Santy G']"
483,latino,Lola pistola,970,3615," <a href=""https://www.last.fm/music/Lola+pistola"">Read more on Last.fm</a>","['Filthy Friends', 'Spare Parts for Broken Hearts', 'Cones', 'Boytoy']"
493,latino,Kings Of Salsa,398,3874," <a href=""https://www.last.fm/music/Kings+Of+Salsa"">Read more on Last.fm</a>","['Salsa Picante', 'Timbalive', 'Johnny Vazquez', 'Ruben Hein']"
499,latino,Marshmello,2018560,51524006,"(1) Chris Comstock, better known by his stage name Marshmello, was born on May 19, 1992. He is an American electronic dance music producer and DJ. He first gained international recognition by remixing songs by Jack Ü and Zedd, and later collaborated with artists including Omar LinX, Ookay, Jauz and Slushii. In January 2017, his song ""Alone"" appeared on the U.S. Billboard Hot 100 chart.
In 2018, he released ""Friends"", a collaboration with British singer Anne-Marie which peaked in the top 20 in the US. <a href=""https://www.last.fm/music/Marshmello"">Read more on Last.fm</a>","['Martin Garrix', 'The Chainsmokers', 'Alan Walker', 'Jonas Blue']"
500,latino,Humbe,109841,4656853,"Humberto Rodríguez Terrazas mejor conocido cómo Humbe es un cantante y compositor mexicano conocido por temas cómo «El Poeta» y «Te Conocí En Japón». <a href=""https://www.last.fm/music/Humbe"">Read more on Last.fm</a>","['Kenia Os', 'Kevin Kaarl', 'Danna Paola', 'Jesse & Joy']"
502,latino,Alvaro Diaz,169564,11639915,"Jorge Álvaro Díaz Conocido como Álvaro Díaz y nacido en la isla de San Juan, Puerto Rico; es un joven publicista y rapero de 29 años de edad.

Comenzando desde chico su gusto por el Hip-Hop (el Rap en específico) Álvaro comienza su introducción a este género improvisando en pistas y grabando desde tiempo atrás. Casi 10 años tuvieron que pasar para que el joven rapero viera plasmado su trabajo en la calle, menos de 3 años activo con el proyecto y la música de Álvaro Díaz ya ha logrado posicionarse dentro del mercado latino <a href=""https://www.last.fm/music/Alvaro+Diaz"">Read more on Last.fm</a>","['Jhayco', 'ALVAR0 DAYS', 'Papi Sousa', 'Mora']"
503,latino,ela minus,111128,1147600,"Colombia’s Gabriela Jimeno (aka Ela Minus) is a producer who performs with a small but powerful arsenal of electronic equipment. <a href=""https://www.last.fm/music/ela+minus"">Read more on Last.fm</a>",[]
