,Artista,Album,Cancion,Año Lanzamiento,Total tracks
791,Katrina,Rosa,Rosa,2024-06-07,1
792,Sofía Reyes,Top Latino Hits,El 100,2024-07-02,30
793,Omaraga the G,Mi Tierra Latina,Baruta,2024-09-22,60
794,Quevedo,LATIN MUSIC 2024,Playa del inglés,2024-09-12,50
795,Mitú,DANZAAA,VAGO,2024-03-20,11
796,Margaux Bret,Latinas Gems,Alternative Heartland,2024-04-21,2
797,Omaraga the G,Mi Tierra Latina,Beirut,2024-09-22,60
798,Tropiezo,"Existe un mundo mejor, pero es muy caro","Existe un mundo mejor, pero es muy caro",2023-08-19,12
799,Jarina De Marco,Caribbean All-Inclusive Luxury,Pelo,2023-09-05,9
800,Zabuza,Latin Pop Volume 1.,Viva La Noche,2024-07-30,27
801,Danny Ocean,Pop Latino 2024,Si no no,2024-07-12,50
802,Lao Ra,El Chico,El Chico,2024-01-25,1
803,J Balvin,Top Latin Hits 2023,Dientes,2023-12-16,20
804,Christian Nodal,"Lo Más Hot ""Hits 2023""",De Los Besos Que Te Di,2023-10-16,25
805,Zabuza,Latin Pop Volume 1.,No Hay Manera,2024-07-30,27
806,Mitú,DANZAAA,YUCA,2024-03-20,11
807,Mitú,DANZAAA,NICHO,2024-03-20,11
808,Latin Electronic Dance Music,Spanish Electronic Dance Music (Copyright Free),Mexican Electronic Dance,2024-04-05,20
809,Paraísos,Respiro,Respiro,2023-03-03,1
810,Katrina,Rosa,Rosa,2024-06-07,1
811,Sofía Reyes,Top Latino Hits,El 100,2024-07-02,30
812,Quevedo,LATIN MUSIC 2024,Playa del inglés,2024-09-12,50
813,MPeach,Cosas Buenas,Cosas Buenas,2024-05-17,1
814,Mitú,DANZAAA,VAGO,2024-03-20,11
815,Margaux Bret,Latinas Gems,Alternative Heartland,2024-04-21,2
816,Jarina De Marco,Caribbean All-Inclusive Luxury,Pelo,2023-09-05,9
817,Kali Uchis,R&B Hits 2023,After The Storm,2023-05-30,20
818,Danny Ocean,Top Hits Latinos 2023,Dembow,2023-12-16,50
819,La Mejor Música Electrónica,Latino Moderno 2024,SAKURA,2024-09-19,9
820,Milos,Agridulce,El Calentón,2023-03-31,13
821,Marc Seguí,Hits nuevos y viejos,Tiroteo - Remix,2024-08-17,29
822,Cabra,Tiro Pa’ Lante,Tiro Pa’ Lante,2023-05-16,1
823,Tropiezo,3 Acordes en 45 Segundos: La Historia de Tropiezo (1997-2017),Tropiezo,2017-09-11,32
824,Anitta,Top Latin Hits 2023,Funk Rave,2023-12-16,20
825,Tokischa,Pop Latino 2024,SOL,2024-07-12,50
826,Myke Towers,Top Songs 2024,ADIVINO,2024-05-18,50
827,Onda Moderna,Bai Mudan,Bai Mudan,2023-12-15,1
828,Rema,Mix: Lo Mejor de la Música Latina 2023,Calm Down,2023-10-20,30
829,Ságan,Sal,Sal,2023-08-11,1
830,J Balvin,The Best Pop Music Videos,LA CANCIÓN,2024-05-10,29
831,JHAYCO,Top Latin Hits 2023,Holanda,2023-12-16,20
832,Campo-Formio,El lloroso de Cupey,El lloroso de Cupey,2023-02-14,1
833,Mint Field,Una flor sin interior,Ve hacia la ventana,2024-06-26,2
834,Sueco,2023 Rock,POS,2024-06-01,38
835,Bhietxa,ROMA,ROMA,2024-04-12,1
836,Illegal Nobility,Plot,Latina Fame,2024-09-02,4
837,Myke Towers,Pop Latino 2024,ADIVINO,2024-07-12,50
838,Llane,Latino Fest,Obvio,2024-09-20,30
839,Danny Ocean,Summer 2024 - Top 100 Songs,AMOR,2024-06-07,100
840,Words Four Two,Shadows,Shadows,2024-04-09,1
841,Elena Rose,Top Hits Latinos 2023,CARACAS EN EL 2000,2023-12-16,50
842,Feid,Top Canciones LATAM,Normal,2023-09-01,30
843,Seba Otero,Mejor Que Antes,Salitre,2022-07-28,2
844,Vic Contreras,Arriba En El Cielo,Arriba En El Cielo,2024-08-02,1
845,Renn,Top Latino Hits,Maquillaje - Remix,2024-07-02,30
846,KAROL G,Latin Music Hits,TQG,2023-05-31,34
847,Piso 21,Pop Latino y Energía Pop - 2023,Pa' olvidarme de ella,2024-05-21,39
848,Marc Seguí,LATIN MUSIC 2024,360,2024-09-12,50
849,Feid,The Highlights: Reggaetón,LUNA,2024-04-22,25
850,Zion & Lennox,Top Hits Latinos 2023,Otra vez,2023-12-16,50
851,Milos,Serendipia,La Expectativa,2024-09-13,6
852,Danny Ocean,Perú Hits 2023 Vol. 2,Me rehúso,2023-11-09,32
853,Jonna Torres,POP LATINO 2024,DO NOT DISTURB,2024-05-14,14
854,Danny Ocean,Latina - Latin Hits 2023,Me rehúso,2023-08-09,28
855,Tainy,HOLA 2024,MERA,2023-12-22,28
856,Feid,Latin Music Hits,PORFA,2023-05-31,34
857,Abraham Dorta,Siente,Siente,2024-03-18,11
858,Myke Towers,Top Latino Hits,ADIVINO,2024-07-02,30
859,LIT killah,Top Hits Latinos 2023,LuXxX,2023-12-16,50
860,Marc Seguí,Today's Latin Songs,Tiroteo - Remix,2023-10-26,36
861,Piso 21,Pop Latino 2024,La misión,2024-07-12,50
862,Nacho,Latin Summer 2024,Báilame,2024-04-29,30
863,Myke Towers,2024 Pop Songs,ADIVINO,2024-05-25,50
864,Danny Ocean,TOP LATINO HITS,Mónaco,2023-11-03,40
865,Myke Towers,Top Pop New Music 2024,ADIVINO,2024-06-07,55
866,Feid,Top Latin Viral Hits 2023,EXCXSXS,2023-12-16,20
867,TROPA,O CALLA PARA SIEMPRE,GENUINO,2023-03-24,12
868,Café Tacvba,Pop Latino Para Todos,Zopilotes,2024-10-11,34
869,Myke Towers,Top Tracks Pop,ADIVINO,2024-05-25,55
870,Sofía Reyes,LATIN MUSIC 2024,Girls,2024-09-12,50
871,Yandel,LATIN MUSIC 2024,Borracho y loco,2024-09-12,50
872,Bad Gyal,Top Latin Hits 2023,Chulo pt.2,2023-12-16,20
873,Becky G,Today's Latin Songs,Mal de amores,2023-10-26,36
874,Joey Montana,Latin Music Hits,Picky,2023-05-31,34
875,Marc Seguí,Gustos variados,Tiroteo - Remix,2024-06-29,49
876,Nacho,Latin Music Hits,Báilame,2023-05-31,34
877,Feid,Top Latin Viral Hits 2023,BUBALU,2023-12-16,20
878,Danny Ocean,Super Hits 2023,Me rehúso,2024-02-03,58
879,Mitú,DANZAAA,BROLO,2024-03-20,11
880,Mala Cotton,Género Fresco,Arcade,2024-10-04,10
881,LAGOS,Top Latino Hits,Dime quién,2024-07-02,30
882,Signature Tracks,Latina Upbeat,Nostalgico,2024-09-06,37
883,Feid,Estate 2023 Hits Italia,Niña Bonita,2023-08-15,44
884,Young Miko,Best Rap 2023,Riri,2023-10-05,30
885,Blessd,LATIN MUSIC 2024,Mirame,2024-09-12,50
886,Siete Catorce,2017,GT,2024-06-14,8
887,Polaris,Cαmβιθs-ηαTμrαLęS,Cαmβιθs-ηαTμrαLęS,2024-05-22,1
888,Hexagrams,Afantasma Mis Deseos de Venganza,Fantasma,2023-12-15,9
889,RATAS,demos (2022),La Reina De La Noche,2023-02-24,7
890,Daddy Yankee,Hip Hop Hits 2023,Vuelve,2023-02-08,31
891,Aliss,voces,Tiempo,2023-01-06,9
892,Yng Lvcas,LATIN MUSIC 2024,Wazap,2024-09-12,50
893,Ovy On The Drums,LATIN MUSIC 2024,EL HECHIZO,2024-09-12,50
894,Chika Di,Ven,Ven,2023-02-11,1
895,Justin Quiles,LATIN PARTY HITS,PAM,2024-06-27,28
896,Lucas,Latina,Latina,2024-06-20,1
897,Feid,Verano Heat Songs,LUNA,2024-06-03,34
898,Gye Poppin,Bad! Bunny! WHERE SHEe GOES!,Bad! Bunny! WHERE SHEe GOES!,2023-05-23,1
899,La R,En Cuarentena 2020,Yo la Voy a Celebrar,2020-12-05,5
900,Maria Becerra,LATIN MUSIC 2024,CORAZÓN VACÍO,2024-09-12,50
901,J Balvin,Hits 2023: Reggaetón,Nivel De Perreo,2023-11-10,25
902,KAROL G,Girly Pop Songs by Digster Pop,QLONA,2024-09-06,33
903,Sano,Latino Body Music Vol. IV,LxLxDxLxVx,2024-04-12,8
904,Easy Easy,Ok Okk,Ok Okk,2023-02-17,4
905,zzoilo,Top Latin Songs 2022,Mon Amour - Remix,2022-10-04,30
906,Jesse Baez,Los Latinos También Hacemos Pop,Mama Lola,2024-08-16,32
907,Gatoperro,Music Free,Music Free,2024-08-06,1
908,Konilo,Latina,Latina,2024-09-30,1
909,Fusion Latina,PERDI,PERDI,2024-02-03,1
910,Jhay Cortez,TOP LATINO HITS,Ande con quien ande,2023-11-03,40
911,Lasso,Top Latin Hits 2023,Ojos Marrones - Remix,2023-12-16,20
912,Myke Towers,Top 100 Songs of 2024,ADIVINO,2024-07-27,100
913,Feid,Oyendo Hitazos,FRIKI,2023-08-25,28
914,Ela Taubert,Top Latin Viral Hits 2023,Yo Primero,2023-12-16,20
915,Feid,Top Hits Latinos 2023,A veces,2023-12-16,50
916,Hip,Latin Trap,Latin Trap,2024-05-08,1
917,Feid,Volviendo de la Chamba,FRIKI,2024-05-24,25
918,Justin Quiles,LATIN MUSIC 2024,Whiskey y coco,2024-09-12,50
919,Myke Towers,50 BEST POP SONGS 2024,ADIVINO,2024-09-04,50
920,La Mejor Música Electrónica,Latin Pop Workout 2024,Caribbean Feeling,2024-10-02,10
921,Tainy,Latino Hits 2022,Adicto,2022-09-01,48
922,Feid,Para perrearlas en la alfrombra,FRIKI,2023-06-08,30
923,KAROL G,Descubriendo Reggaeton Y Perreo Moderno,TQG,2024-07-02,32
924,Lolita De Sola,Bacalar,Bacalar,2024-06-28,1
925,Tiago PZK,TOP LATINO HITS,Traductor,2023-11-03,40
926,Rauw Alejandro,Fiestón Navideño,Tattoo - Remix with Camilo,2024-07-19,30
927,Marc Seguí,Hits Verano Mix 2024,Tiroteo - Remix,2024-08-14,28
928,Feid,Hits 2023: Reggaetón,Niña Bonita,2023-11-10,25
929,KAROL G,Top Hits 2024,TQG,2024-09-01,70
930,KAROL G,Festival Anthems 2023,TQG,2023-06-20,41
931,Myke Towers,Pop 4 You,ADIVINO,2024-05-10,50
932,Danny Ocean,Latin UP,Me rehúso,2023-10-28,37
933,Jerry Di,Latin Summer 2024,Mi Cuarto,2024-04-29,30
934,Sofía Reyes,Latin Reggaeton Pop,Luna,2024-06-12,48
935,Dorotheo,Nada Escrito,Capricho,2023-07-21,8
936,Micro TDH,Mega Hits Latinos,NEGRO MATE,2024-01-30,30
937,Myke Towers,Pop Now & What's Next,ADIVINO,2024-05-25,50
938,LAGOS,Pop Latino 2024,Sobrepensándote,2024-07-12,50
939,Jarina De Marco,Fuego Lento,Fuego Lento,2023-08-29,1
940,Omaraga the G,Naciones Latinas,Alofi,2024-09-22,60
941,Las Villa,Pop Latino 2024,Bendita,2024-07-12,50
942,Danny Ocean,Hits Latinos,Báilame,2023-07-21,30
943,Siete Catorce,2018 pt. 1,BR,2024-06-21,10
944,La Mejor Música Electrónica,Latino Moderno 2024,Volaremos,2024-09-19,9
945,Gran Radio Riviera,0-800 HOY,Eloy,2023-03-10,15
946,Feid,Celebrando el 2024,FRIKI,2023-12-29,25
947,Kiita,Latin Way,Latin Way,2024-09-06,1
948,Omaraga the G,Naciones Latinas,Alvorada,2024-09-22,60
949,La Mejor Música Electrónica,Noches De Club Latino 2024,MOONLIGHT,2024-10-06,10
950,Danna Paola,Pop Latino Para Ti y Para Mi,Curame,2024-07-19,34
951,Feid,REGUETÓN 2023,Niña Bonita,2023-09-08,29
952,Feid,Solo Pop Latino,BUBALU,2024-01-08,25
953,Shoeg,Cross Section,Study On A Cross Section I,2024-10-09,5
954,La Mejor Música Electrónica,Exitos En Español Otoño 2024 (Electronica & Reggaeton),Candela Latina,2024-09-27,10
955,La Mejor Música Electrónica,Noches De Club Latino 2024,Tropical Island Night,2024-10-06,10
956,Latino OB,My Dues,My Dues,2024-05-19,1
957,Sonex,Bailando,Bailando,2024-09-28,1
958,Leo Rizzi,Pop Latino 2024,ALGO ESPECIAL,2024-07-12,50
959,Ovy On The Drums,Top Latino Hits,BELLAQUERIA,2024-07-02,30
960,Justin Quiles,LATIN MUSIC 2024,Colorín Colorado,2024-09-12,50
961,Omaraga the G,Naciones Latinas,Acarigua,2024-09-22,60
962,Omaraga the G,Naciones Latinas,Alberca,2024-09-22,60
963,Jesse & Joy,Pop Latino 2024,Mañana es Too Late,2024-07-12,50
964,Chris Jedi,Latin Summer 2024,Ahora Dice,2024-04-29,30
965,Feid,Mix: Las Más Sonadas del 2023,CLASSY 101,2023-10-13,30
966,Maná,Hits Latinos,Rayando el sol,2023-07-21,30
967,Chino & Nacho,Latin Summer 2024,Niña Bonita,2024-04-29,30
968,Sano,Latino Body Music Vol. IV,Muchachita,2024-04-12,8
969,Siete Catorce,2017,DL,2024-06-14,8
970,Omaraga the G,Naciones Latinas,Agulo,2024-09-22,60
971,Ragazzi,Mix: Pop Latino,Baila,2023-11-17,30
972,Omaraga the G,Naciones Latinas,Apure,2024-09-22,60
973,Sano,Latino Body Music Vol. IV,Comon Beibe,2024-04-12,8
974,Feid,Dembow 2023,CHORRITO PA LAS ANIMAS,2023-09-08,41
975,Stefan Elray,Best Of Indie Pop Music 2024,Monster,2024-03-22,23
976,Feid,Las Mejores Canciones del 2023,CLASSY 101,2023-12-01,30
977,Feid,Temazos y Hitazos: Latino,FRESH KERIAS,2023-08-11,40
978,Marc Seguí,Lo más escuchado - Febrero 2024,Tiroteo - Remix,2024-02-27,24
979,Myke Towers,Hot Pop Bangers,ADIVINO,2024-05-29,50
980,Latin Electronic Dance Music,Spanish Electronic Dance Music (Copyright Free),Fuego de la Noche,2024-04-05,20
981,Danny Ocean,Latin Reggaeton Pop,AMOR,2024-06-12,48
982,Mayani Swave,Playlist,Hoodie,2024-01-04,6
983,Justin Quiles,Top Latino Hits,Faldas y gistros,2024-07-02,30
984,Omaraga the G,Naciones Latinas,Anento,2024-09-22,60
985,La Mejor Música Electrónica,Verano Latino Exitos 2024,Rewired,2024-09-25,10
986,Ives Gros,Latinos Good Time,Blinding Release,2024-07-14,3
987,Myke Towers,Summer 2024 - Top 100 Songs,ADIVINO,2024-06-07,100
988,Myke Towers,"Hits, Favorites & New Ones",ADIVINO,2024-05-18,50
989,Myke Towers,Nueva música en español,ADIVINO,2024-07-17,19
990,KAROL G,Perreo Sin Freno,TQG,2024-10-04,33
991,Kali Uchis,Éxitos Costa Rica 2023,Moonlight,2023-12-16,30
992,Danny Ocean,Awesome Top Chart Hits,Me Rehúso,2023-06-30,57
993,Danny Ocean,Pop da classifica,Me rehúso,2023-11-16,55
994,Yongolailan,PALO-HIGH-YONGO,PALO-HIGH-YONGO,2024-01-21,1
995,Tainy,HOLA 2024,MALVADA,2023-12-22,28
996,Galgo,Caminando,Caminando,2023-08-23,1
997,Manon Sourd,Mysterious Smoke,Latin Select,2024-04-11,5
998,La Mejor Música Electrónica,Latin Pop Workout 2024,Shibuya Nights,2024-10-02,10
999,Feid,Top Hits 2024,CLASSY 101,2024-09-01,70
