,artista,listeners,playcount,biografia,artistas_similares
434,Labajura,283,2527," <a href=""https://www.last.fm/music/Labajura"">Read more on Last.fm</a>","['Dogos', 'Los Wálters', 'Alegría Rampante', 'Epilogio']"
435,Danny Ocean,363761,7364301,"
Daniel Morales, better known as Danny Ocean (formerly: Danny O.C.T.), is a Venezuelan singer and producer born in Caracas, Venezuela but resident of Miami, Florida. Began in music professionally around the year 2009 when he created his video channel on YouTube. He is best known for his song ""Me Rehúso"", released in September 2016, and relaunched in 2017 for its late success in several countries of Latin America, Europe and the United States, with an English version of it, called ""Baby I Won't"". <a href=""https://www.last.fm/music/Danny+Ocean"">Read more on Last.fm</a>","['Lagos', 'Lasso', 'Piso 21', 'Manuel Turizo']"
436,Ragazzi,20512,136597,"Ragazzi is a Mexican band formed around 1997 the first set of 5 members had their 1st studio disc called Veneno, then they disbanded because they were forced to record what they were told, they didnt agree with that and formed another band on their own.
Then another members were hired and recorded discs like Libre back in 1999 <a href=""https://www.last.fm/music/Ragazzi"">Read more on Last.fm</a>","['Mercurio', 'Iskander', 'Benny Ibarra', 'La Nueva Banda Timbiriche']"
437,La Cantina,29657,110932," <a href=""https://www.last.fm/music/La+Cantina"">Read more on Last.fm</a>","['Kill Emil', 'Roger Molls', 'Nym', 'The Geek x Vrv']"
438,Besos,4085,16583," <a href=""https://www.last.fm/music/Besos"">Read more on Last.fm</a>","['Münechild', 'Cody Ash', 'Marsandaras (M*A*R*S)', 'Renwick']"
439,Red Tiger,190,638,"En el transcurso de sus seis años de formación, la banda de Hard Rock RED TIGER, compuesta por Red Latú, (voz & guitarra), Xavier “Peter” Figueroa, (batería & voz), Tiko Duran, (Bajo) y Moe Rodríguez, (guitarra), ha logrado llevar su música presentándose en prominentes eventos y establecimientos alrededor de la Isla tales como Arena Pier 10 (“opening” para la banda de rock estadounidense WHITE LION-2007), el Centro de Convenciones de Puerto Rico, Hard Rock Café, Sr. <a href=""https://www.last.fm/music/Red+Tiger"">Read more on Last.fm</a>","['Scarlet Rebels', 'Kañon', 'Blue M', 'hilo negro']"
440,Feid,439072,36882187,"Salomón Villada Hoyos, also known as Ferxxo or Feid, is a prominent Colombian singer and songwriter in urban music. Born on August 19, 1992, in Medellín, Colombia, he developed a passion for music from a young age and participated in music extension courses with his parents. Starting with the clarinet, he later shifted his focus to his voice and became a member of the University of Antioquia choir.

Since 2015, Feid has dedicated himself to singing and songwriting <a href=""https://www.last.fm/music/Feid"">Read more on Last.fm</a>","['Mora', 'Jhayco', 'Myke Towers', 'Rauw Alejandro']"
441,MOÜGLI,11947,55719,"MOÜGLI is a Colombian band that started in Bogota in mid 2016, focused on mixing nature sounds with current electronic trends.

Their main focus is to represent, through their music, the diverse elements that make up Colombian multiculturalism.

The project is formed by Samuel Lizarralde and Juan Pablo Delgado. <a href=""https://www.last.fm/music/MO%C3%9CGLI"">Read more on Last.fm</a>","['VILAMAREA', 'La Payara', 'Cero39', 'Salomón Beda']"
442,Daddy Yankee,1694008,33903503,"Ramón ""Raymond"" Luis Ayala Rodríguez (born February 3, 1977), known artistically as Daddy Yankee, is a Latin Grammy Award winning Puerto Rican reggaeton recording artist. Ayala was born in Río Piedras, the largest district of San Juan, Puerto Rico, where he became interested in music at a young age. In his youth he was interested in baseball, and aspired to become a Major League Baseball player. He was unable to continue this sport when he got shot in the leg by being mistaken for his friend by a unknown man <a href=""https://www.last.fm/music/Daddy+Yankee"">Read more on Last.fm</a>","['Don Omar', 'Wisin & Yandel', 'Alexis y Fido', 'Zion & Lennox']"
443,Mickey Destro,454,1432,"In the Caribbean, music plays an essential part of peoples lives, whether it’s merengue, salsa, Spanish pop, rock or reggae – music is deeply rooted within our souls. 

Born in Santo Domingo, Dominican Republic, Mickey Destro has been surrounded by music at a young age. 

As he grew older, he developed a passion for electronic music, which at that time was a bit of a taboo on the island and the community of electronic music was small. Even so <a href=""https://www.last.fm/music/Mickey+Destro"">Read more on Last.fm</a>","['Chez Tropics', 'La Marimba', 'Yellow Outlet', 'Solo Fernández']"
444,Feid,439072,36882187,"Salomón Villada Hoyos, also known as Ferxxo or Feid, is a prominent Colombian singer and songwriter in urban music. Born on August 19, 1992, in Medellín, Colombia, he developed a passion for music from a young age and participated in music extension courses with his parents. Starting with the clarinet, he later shifted his focus to his voice and became a member of the University of Antioquia choir.

Since 2015, Feid has dedicated himself to singing and songwriting <a href=""https://www.last.fm/music/Feid"">Read more on Last.fm</a>","['Mora', 'Jhayco', 'Myke Towers', 'Rauw Alejandro']"
445,Feid,439072,36882187,"Salomón Villada Hoyos, also known as Ferxxo or Feid, is a prominent Colombian singer and songwriter in urban music. Born on August 19, 1992, in Medellín, Colombia, he developed a passion for music from a young age and participated in music extension courses with his parents. Starting with the clarinet, he later shifted his focus to his voice and became a member of the University of Antioquia choir.

Since 2015, Feid has dedicated himself to singing and songwriting <a href=""https://www.last.fm/music/Feid"">Read more on Last.fm</a>","['Mora', 'Jhayco', 'Myke Towers', 'Rauw Alejandro']"
446,Labajura,283,2527," <a href=""https://www.last.fm/music/Labajura"">Read more on Last.fm</a>","['Dogos', 'Los Wálters', 'Alegría Rampante', 'Epilogio']"
447,J Balvin,1323637,44470117,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city.

Though his music is primarily reggaeton <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>","['Maluma', 'Nicky Jam', 'Ozuna', 'Bad Bunny']"
448,Locura,1054,7195,"MORE THAN 1 BAND w/ this NAME

LOCURA -- San Francisco Bay Area - http://www.myspace.com/locuramusica 

LOCURA, is an experimental trio based in the SF Bay Area who blends the melodies of Salsa, funk, hip-hop and reggae into their unique sound. 

Vocalist Kata Miletich, uses an amazing vocal range to seductive deliver a powerful humanistic message  using folksy lyrics that flow harmoniously between English and Spanish effortlessly demonstrating the power of bilingual expression. <a href=""https://www.last.fm/music/Locura"">Read more on Last.fm</a>","['iyexa', 'B-Side Players', 'CrustenUnie', 'Spetterpoep']"
449,Sebastian Yatra,501501,10808223,"Sebastián Obando Giraldo (born 15 October 1994), known professionally as Sebastián Yatra, is a Colombian singer and songwriter. He began as a Latin pop artist and has recorded many ballads, but has released several successful reggaeton singles. Yatra is noted for his romantic lyrics, melding traditional lyricism with modern reggaeton influences. He rose to prominence in Latin America in 2016 when he released the hit ""Traicionera"". He has released <a href=""https://www.last.fm/music/Sebastian+Yatra"">Read more on Last.fm</a>","['Piso 21', 'Manuel Turizo', 'Cali & El Dandee', 'Carlos Vives']"
450,Daddy Yankee,1694008,33903503,"Ramón ""Raymond"" Luis Ayala Rodríguez (born February 3, 1977), known artistically as Daddy Yankee, is a Latin Grammy Award winning Puerto Rican reggaeton recording artist. Ayala was born in Río Piedras, the largest district of San Juan, Puerto Rico, where he became interested in music at a young age. In his youth he was interested in baseball, and aspired to become a Major League Baseball player. He was unable to continue this sport when he got shot in the leg by being mistaken for his friend by a unknown man <a href=""https://www.last.fm/music/Daddy+Yankee"">Read more on Last.fm</a>","['Don Omar', 'Wisin & Yandel', 'Alexis y Fido', 'Zion & Lennox']"
451,Omaraga the G,5,9," <a href=""https://www.last.fm/music/Omaraga+the+G"">Read more on Last.fm</a>",[]
452,Valentina,69129,454563,"There are several acts named Valentina.

1) Valentina (full name: Valentina Tronel) is a child singer who was born in Rennes, France. She auditioned for The Voice Kids in France in 2016, but no one turned. She competed at Junior Eurovision Song Contest 2020 with her song ""J'imagine"" representing France and won the contest. She is also currently a part of the group Kids United.

2) Valentina is a singer/songwriter from Italy and UK.
""A floating, ethereal world away from the alt-dance world inhabited by the Hot Chip musician <a href=""https://www.last.fm/music/Valentina"">Read more on Last.fm</a>","['Virginelle', 'Norma Sheffield', 'Karen', 'Matt Land']"
453,Onda Moderna,100,334," <a href=""https://www.last.fm/music/Onda+Moderna"">Read more on Last.fm</a>","['CHUWI', 'Seba Otero', 'Andrea Cruz', 'Lizbeth Roman']"
454,NY Latino Chillout Café,246,1429," <a href=""https://www.last.fm/music/NY+Latino+Chillout+Caf%C3%A9"">Read more on Last.fm</a>","['NY Latino Dance Group', 'NY Latino Bar del Mar', 'Cuban Café Latin Club', 'Latino Dance Music Academy']"
455,Vivanativa,3280,24433,"Vivanativa, una palabra que apareció como mucho de lo que gira alrededor de ellos, por coincidencia, por el destino. Llegó a través de un amigo y se convirtió en una de las muchas palabras que les gusta usar en sus canciones, que más que tener un significado específico, encierran un sentimiento. ""Vivanativa nace de muchos anos de componer canciones juntos"", rememoran sus creadores Javier Hiram Gómez y Nabeel Abdulrahman, dos jóvenes que crecieron juntos en Quebradillas, un pueblito al norte de la ""Isla del Encanto"", Puerto Rico. <a href=""https://www.last.fm/music/Vivanativa"">Read more on Last.fm</a>","[""Sol D' Menta"", 'Fiel a La Vega', 'Ignacio Peña', 'Polbo']"
456,Siete Catorce,13995,73050,"Siete Catorce began as an alternate project of 22-year old producer Marco Polo Gutierrez. Though initially reminiscent of new cumbia, the project soon went on to form a unique and signature sound. His tracks’ have gained notoriety through their unique mesh of tropical rhythms, both old and new, coupled with intricate drum work –– influenced by styles like dubstep, drum n bass and footwork (to name a few) –– which are often characterized by a disquieting tone, exacerbated by poignant piano motifs and ominous atmospherics. <a href=""https://www.last.fm/music/Siete+Catorce"">Read more on Last.fm</a>","['Wartech', 'Fis', 'Panda Lassow', 'Braintheft']"
457,Latin Masters,2442,14539," <a href=""https://www.last.fm/music/Latin+Masters"">Read more on Last.fm</a>","['Jonny Bombastic', 'The Bridgettes', 'The Working Guys', 'Red Bone Boyz']"
458,Karol G,1041408,45673275,"Carolina Giraldo Navarro, professionally known as Karol G, is a Colombian singer. She is predominantly described as a reggaeton and Latin trap artist but has experimented with a variety of other genres including reggae and sertaneja. In 2018, she won the Latin Grammy Award for Best New Artist and has been nominated for several Billboard Latin Music Awards and Premios Lo Nuestro awards.

Born and raised in Medellín, Giraldo launched her career as a teenager, appearing on the Colombian version of The X Factor at age 14 in 2004. <a href=""https://www.last.fm/music/Karol+G"">Read more on Last.fm</a>","['Natti Natasha', 'Becky G', 'Maria Becerra', 'Manuel Turizo']"
459,Karol G,1041408,45673275,"Carolina Giraldo Navarro, professionally known as Karol G, is a Colombian singer. She is predominantly described as a reggaeton and Latin trap artist but has experimented with a variety of other genres including reggae and sertaneja. In 2018, she won the Latin Grammy Award for Best New Artist and has been nominated for several Billboard Latin Music Awards and Premios Lo Nuestro awards.

Born and raised in Medellín, Giraldo launched her career as a teenager, appearing on the Colombian version of The X Factor at age 14 in 2004. <a href=""https://www.last.fm/music/Karol+G"">Read more on Last.fm</a>","['Natti Natasha', 'Becky G', 'Maria Becerra', 'Manuel Turizo']"
460,Mitú,37241,556204,"Mitú is what sounds like the meeting between Julián Salazar (guitarist of Bomba Estéreo) and Franklin Tejedor (son of that legendary percussionist of San Basilio de Palenque known as ""Lámpara""). Here the tribal rhythms of traditional Colombian percussion become deep beats of continental electronics; all framed in a postmodern ritual of porro, jungle, cumbia and synthpop of the full contemporary jungle. <a href=""https://www.last.fm/music/Mit%C3%BA"">Read more on Last.fm</a>","['Bomba Estéreo', 'Crudo Means Raw', 'Ela Minus', 'La Derecha']"
461,The Marías,1267764,60422438,"Formed in Los Angeles in late 2016, The Marías are a smooth rendezvous of jazz percussion, hypnotic guitar riffs, smoke- velvet vocals and nostalgic horn solos, there’s something undeniably sensual in the group’s dreamlike fusion of jazz, psychedelia, funk and lounge.

Vocals/guitar – Maria
Drums/vox/producer – Josh
Lead guitar/vox – Jesse Perlman
Bass – Carter Lee
Keys – Edward James <a href=""https://www.last.fm/music/The+Mar%C3%ADas"">Read more on Last.fm</a>","['Clairo', 'Men I Trust', 'Magdalena Bay', 'Tokyo Tea Room']"
462,tropiezo,1627,34926,"Tropiezo has been a key project in the punk/hardcore movement in Puerto Rico since 1997. They have earned great respect in and outside this particular circuit by representing the core spirit of the Discos de Hoy project, and having helped the meeting and scene-sharing between local and outside bands. Their discography is of considerable size, including split-CDs with bands from North America, Europe and the Dominican Republic. Their songs are brief and to the point, creating a sense of euphoria in their live shows. <a href=""https://www.last.fm/music/tropiezo"">Read more on Last.fm</a>","['Un Final Fatal', 'La Armada Roja', 'Golpe Justo', 'Cojoba']"
463,Feid,439072,36882187,"Salomón Villada Hoyos, also known as Ferxxo or Feid, is a prominent Colombian singer and songwriter in urban music. Born on August 19, 1992, in Medellín, Colombia, he developed a passion for music from a young age and participated in music extension courses with his parents. Starting with the clarinet, he later shifted his focus to his voice and became a member of the University of Antioquia choir.

Since 2015, Feid has dedicated himself to singing and songwriting <a href=""https://www.last.fm/music/Feid"">Read more on Last.fm</a>","['Mora', 'Jhayco', 'Myke Towers', 'Rauw Alejandro']"
464,Un Final Fatal,585,6902,"Un Final Fatal is a hardcore punk band from Puerto Rico. <a href=""https://www.last.fm/music/Un+Final+Fatal"">Read more on Last.fm</a>","['necronazis', 'Juventud Crasa', 'La Experiencia de Toñito Cabanilla$$$', 'tropiezo']"
465,The Romy,875,1981," <a href=""https://www.last.fm/music/The+Romy"">Read more on Last.fm</a>","['DJ Pasi', 'Danilo Orsini', 'RICKY JO', 'El Pito De Herrera']"
466,Sebastian Yatra,501501,10808223,"Sebastián Obando Giraldo (born 15 October 1994), known professionally as Sebastián Yatra, is a Colombian singer and songwriter. He began as a Latin pop artist and has recorded many ballads, but has released several successful reggaeton singles. Yatra is noted for his romantic lyrics, melding traditional lyricism with modern reggaeton influences. He rose to prominence in Latin America in 2016 when he released the hit ""Traicionera"". He has released <a href=""https://www.last.fm/music/Sebastian+Yatra"">Read more on Last.fm</a>","['Piso 21', 'Manuel Turizo', 'Cali & El Dandee', 'Carlos Vives']"
467,sisah,642,4378," <a href=""https://www.last.fm/music/sisah"">Read more on Last.fm</a>","['Americania', 'Sunsplash', 'Recordatorio', 'Famasloop']"
468,Tavú,598,2828,"Breaking the boundaries of heavy music for more than 16 years, TAVU has graced the stage all over Puerto Rico, Santo Domingo and Costa Rica, as well as shared the stage with KORN, ANTHRAX, D.R.I., MUNICIPAL WASTE, FULL BLOWN CHAOS, GOD FORBID, SWASHBUCKLE, PUYA, THE ABSENCE, WALLS OF JERICHO, ANKLA, SANTUARIO, JOEY BELLADONNA, and more.

Powerful, expressive, solid, and explosive, their live shows are always intense and undeniably memorable. Heaviness without compromise, vision without limits. <a href=""https://www.last.fm/music/Tav%C3%BA"">Read more on Last.fm</a>","['Nueve Vidas', 'Crissálida', 'Lapdance', 'Astrid Pröll']"
469,Álvaro De Luna,27000,400153," <a href=""https://www.last.fm/music/%C3%81lvaro+De+Luna"">Read more on Last.fm</a>","['Vicco', 'Lola Indigo', 'Lérica', 'Ana Mena']"
470,Llane,21779,163497,"Llane (born Juan David Castaño Montoya on January 20, 1990 in Medellín, Colombia) is a Colombian singer, formerly a member of the group Piso 21 and now a solo artist <a href=""https://www.last.fm/music/Llane"">Read more on Last.fm</a>","['Nibal', 'Alejandro Santamaria', 'Dylan Fuentes', 'Yera']"
471,Feid,439072,36882187,"Salomón Villada Hoyos, also known as Ferxxo or Feid, is a prominent Colombian singer and songwriter in urban music. Born on August 19, 1992, in Medellín, Colombia, he developed a passion for music from a young age and participated in music extension courses with his parents. Starting with the clarinet, he later shifted his focus to his voice and became a member of the University of Antioquia choir.

Since 2015, Feid has dedicated himself to singing and songwriting <a href=""https://www.last.fm/music/Feid"">Read more on Last.fm</a>","['Mora', 'Jhayco', 'Myke Towers', 'Rauw Alejandro']"
472,Cardi B,1837477,55313435,"Belcalis Marlenis Almánzar (born October 11, 1992), known professionally as Cardi B, is an American rapper and songwriter. Born and raised in New York City, she became an Internet celebrity by achieving popularity on Vine and Instagram. From 2015 to 2017, she appeared as a regular cast member on the VH1 reality television series Love & Hip Hop: New York, which depicted her pursuit of her music aspirations. She released two mixtapes—Gangsta Bitch Music, Vol. 1 and Vol. 2, before signing with label Atlantic Records in early 2017. <a href=""https://www.last.fm/music/Cardi+B"">Read more on Last.fm</a>","['Latto', 'Megan Thee Stallion', 'GloRilla', 'Saweetie']"
473,Rico,77622,648087,"There are at least nine different artists called Rico.

1. Rico is a reggae and ska trombonist. Full name: Rico Rodriguez.

2. Rico ""Ricardo Capuano"" was a Scottish industrial rock musician based in Glasgow, United Kingdom. He was regarded as Glasgow's answer to Trent Reznor. The high-point of his career was his 2003 collaboration with Gary Numan , Crazier which reached no.13 on the UK singles charts. He released two albums 1998's Sanctuary Medicines and 2004's Violent Silences. Born 23rd June 1971 he passed away 16th August 2022. <a href=""https://www.last.fm/music/Rico"">Read more on Last.fm</a>","['The Selecter', 'Rico Rodriguez', 'The Specials', 'The Untouchables']"
474,Anti-Sociales,96,862," <a href=""https://www.last.fm/music/+noredirect/Anti-Sociales"">Read more on Last.fm</a>",[]
475,Onda Moderna,100,334," <a href=""https://www.last.fm/music/Onda+Moderna"">Read more on Last.fm</a>","['CHUWI', 'Seba Otero', 'Andrea Cruz', 'Lizbeth Roman']"
476,Locura,1054,7195,"MORE THAN 1 BAND w/ this NAME

LOCURA -- San Francisco Bay Area - http://www.myspace.com/locuramusica 

LOCURA, is an experimental trio based in the SF Bay Area who blends the melodies of Salsa, funk, hip-hop and reggae into their unique sound. 

Vocalist Kata Miletich, uses an amazing vocal range to seductive deliver a powerful humanistic message  using folksy lyrics that flow harmoniously between English and Spanish effortlessly demonstrating the power of bilingual expression. <a href=""https://www.last.fm/music/Locura"">Read more on Last.fm</a>","['iyexa', 'B-Side Players', 'CrustenUnie', 'Spetterpoep']"
477,Ovy On The Drums,110031,1227060," <a href=""https://www.last.fm/music/Ovy+On+The+Drums"">Read more on Last.fm</a>","['Sky Rompiendo', 'Chris Jedi', 'The Academy: Segunda Misión', 'Piso 21']"
478,Labajura,283,2527," <a href=""https://www.last.fm/music/Labajura"">Read more on Last.fm</a>","['Dogos', 'Los Wálters', 'Alegría Rampante', 'Epilogio']"
479,Yibáro,419,1372,"Desde Puerto Rico, Yibáro es una banda que trae algo fresco a la escena del ""reggae roots"". Con fuertes influencias puertorriqueñas y afro-latinas en su música, Yibáro pone a bailar y a gozar a las masas. También experimentando con otros géneros como jazz, funk y rock, crean un sonido distintivo. De ahí su nombre, al igual que el Jíbaro surge del mestizaje, Yibáro surge de las mezcla del reggae roots con otros género musicales. ¡Disfruten de la experiencia del Yibareo! Bless! <a href=""https://www.last.fm/music/Yib%C3%A1ro"">Read more on Last.fm</a>","['PJ Sin Suela', 'Millo Torres Y El Tercer Planeta', 'Gomba Jahbari', 'Pirulo y la Tribu']"
480,Deuce Eclipse,1064,6680," <a href=""https://www.last.fm/music/Deuce+Eclipse"">Read more on Last.fm</a>","['Hatchet Men', 'Dr. Crobe', 'OuterSpace and DJ SatOne', 'Badbeats']"
481,Jake Williams,1979,4806," <a href=""https://www.last.fm/music/Jake+Williams"">Read more on Last.fm</a>","['Lyto mc', 'Astro Andy', 'Maria Lamuela', 'Santy G']"
482,Chris Jedi,129649,1675359," <a href=""https://www.last.fm/music/Chris+Jedi"">Read more on Last.fm</a>","['Dei V', 'Anuel AA', 'Nio Garcia', 'Sky Rompiendo']"
483,Lola pistola,970,3615," <a href=""https://www.last.fm/music/Lola+pistola"">Read more on Last.fm</a>","['Filthy Friends', 'Spare Parts for Broken Hearts', 'Cones', 'Boytoy']"
484,Almas Band,462,2272," <a href=""https://www.last.fm/music/Almas+Band"">Read more on Last.fm</a>","['Bo Dollis Jr', 'Cha Wa', 'Ric Robertson', 'NG2, Edgar Daniel, Carolina La']"
485,Yibáro,419,1372,"Desde Puerto Rico, Yibáro es una banda que trae algo fresco a la escena del ""reggae roots"". Con fuertes influencias puertorriqueñas y afro-latinas en su música, Yibáro pone a bailar y a gozar a las masas. También experimentando con otros géneros como jazz, funk y rock, crean un sonido distintivo. De ahí su nombre, al igual que el Jíbaro surge del mestizaje, Yibáro surge de las mezcla del reggae roots con otros género musicales. ¡Disfruten de la experiencia del Yibareo! Bless! <a href=""https://www.last.fm/music/Yib%C3%A1ro"">Read more on Last.fm</a>","['PJ Sin Suela', 'Millo Torres Y El Tercer Planeta', 'Gomba Jahbari', 'Pirulo y la Tribu']"
486,Jarina De Marco,38074,162595,"Jarina De Marco: Born in the Dominican Republic, this Brooklyn based artist traveled the world as a child with her Dominican mother's Irka Mateo (noted musician and folkloric researcher) and Brazilian father's Tadeu De Marco (composer and band leader) Caribbean/Brazilian Jazz Fusion band. Growing up in Santo Domingo, Montreal, Brazil and finally Brooklyn, Jarina brings these diverse cultures together in her original Folkloric Tropical Pop. Jarina <a href=""https://www.last.fm/music/Jarina+De+Marco"">Read more on Last.fm</a>","['Betta Lemme', 'Sofia Reyes', 'Bomba Estéreo', 'Kiiara']"
487,ÌFÉ,15344,85209," <a href=""https://www.last.fm/music/%C3%8CF%C3%89"">Read more on Last.fm</a>","['Rumbo Tumba', 'Ghetto Kumbé', 'Paloma del Cerro', 'Mima']"
488,Lele Pons,160772,1298131,"Eleonora ""Lele"" Pons Maronese (born June 25, 1996) is a venezuelan internet celebrity, YouTuber, actress, singer, dancer, model and former host of La Voz... México.

Pons came to prominence on Vine, before the platform shut down in 2016. She has since branched out, creating comedy sketches for YouTube, where she now has over 14 million subscribers, and 35.3 million followers on Instagram. She has acted in film, television, and in music videos, has released her own music, and co-authored a novel in 2016.  <a href=""https://www.last.fm/music/Lele+Pons"">Read more on Last.fm</a>","['Becky G', 'Natti Natasha', 'Sofia Reyes', 'Sofía Reyes']"
489,NY Latino Chillout Café,246,1429," <a href=""https://www.last.fm/music/NY+Latino+Chillout+Caf%C3%A9"">Read more on Last.fm</a>","['NY Latino Dance Group', 'NY Latino Bar del Mar', 'Cuban Café Latin Club', 'Latino Dance Music Academy']"
490,J Balvin,1323637,44470117,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city.

Though his music is primarily reggaeton <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>","['Maluma', 'Nicky Jam', 'Ozuna', 'Bad Bunny']"
491,Myke Towers,447249,15365592,"Myke Towers, whose real name is Michael Torres, is a Puerto Rican rapper and composer born on January 15, 1994 in Río Piedras, Puerto Rico. Since his teenage years, Myke Towers has been involved in the underground rap scene in Puerto Rico under the name Mike Towers, and his first compositions and freestyles were published on his SoundCloud account. He gained recognition in 2014 with songs such as ""Día de cobro"", ""Por Mí"", ""Es Normal"" and ""En los Bloques"". <a href=""https://www.last.fm/music/Myke+Towers"">Read more on Last.fm</a>","['Jhayco', 'Mora', 'Anuel AA', 'Feid']"
492,Tavú,598,2828,"Breaking the boundaries of heavy music for more than 16 years, TAVU has graced the stage all over Puerto Rico, Santo Domingo and Costa Rica, as well as shared the stage with KORN, ANTHRAX, D.R.I., MUNICIPAL WASTE, FULL BLOWN CHAOS, GOD FORBID, SWASHBUCKLE, PUYA, THE ABSENCE, WALLS OF JERICHO, ANKLA, SANTUARIO, JOEY BELLADONNA, and more.

Powerful, expressive, solid, and explosive, their live shows are always intense and undeniably memorable. Heaviness without compromise, vision without limits. <a href=""https://www.last.fm/music/Tav%C3%BA"">Read more on Last.fm</a>","['Nueve Vidas', 'Crissálida', 'Lapdance', 'Astrid Pröll']"
493,Kings Of Salsa,398,3874," <a href=""https://www.last.fm/music/Kings+Of+Salsa"">Read more on Last.fm</a>","['Salsa Picante', 'Timbalive', 'Johnny Vazquez', 'Ruben Hein']"
494,Omaraga the G,5,9," <a href=""https://www.last.fm/music/Omaraga+the+G"">Read more on Last.fm</a>",[]
495,The Marías,1267764,60422438,"Formed in Los Angeles in late 2016, The Marías are a smooth rendezvous of jazz percussion, hypnotic guitar riffs, smoke- velvet vocals and nostalgic horn solos, there’s something undeniably sensual in the group’s dreamlike fusion of jazz, psychedelia, funk and lounge.

Vocals/guitar – Maria
Drums/vox/producer – Josh
Lead guitar/vox – Jesse Perlman
Bass – Carter Lee
Keys – Edward James <a href=""https://www.last.fm/music/The+Mar%C3%ADas"">Read more on Last.fm</a>","['Clairo', 'Men I Trust', 'Magdalena Bay', 'Tokyo Tea Room']"
496,Bad Bunny,1446569,196512831,"Benito Antonio Martínez Ocasio (born March 10, 1994), known professionally as Bad Bunny, is a Puerto Rican singer, rapper, and producer based out of San Juan. Emerging in 2016, he quickly rose to national success on the strength of his early singles and soon signed with Hear This Music, an agency owned by fellow Puerto Ricans DJ Luian and Mambo Kingz. Appearances with Ñengo Flow, Anitta, and Ozuna soon followed and in early 2017, he kicked off an especially prolific run with the singles ""Pa Ti"" <a href=""https://www.last.fm/music/Bad+Bunny"">Read more on Last.fm</a>","['Rauw Alejandro', 'Mora', 'Jhayco', 'Feid']"
497,Myke Towers,447249,15365592,"Myke Towers, whose real name is Michael Torres, is a Puerto Rican rapper and composer born on January 15, 1994 in Río Piedras, Puerto Rico. Since his teenage years, Myke Towers has been involved in the underground rap scene in Puerto Rico under the name Mike Towers, and his first compositions and freestyles were published on his SoundCloud account. He gained recognition in 2014 with songs such as ""Día de cobro"", ""Por Mí"", ""Es Normal"" and ""En los Bloques"". <a href=""https://www.last.fm/music/Myke+Towers"">Read more on Last.fm</a>","['Jhayco', 'Mora', 'Anuel AA', 'Feid']"
498,Rauw Alejandro,626777,42103221,"Raúl Alejandro Ocasio Ruiz, known professionally as Rauw Alejandro, is a Puerto Rican singer and rapper. Referred to as the ""King of Modern Reggaeton"", he belongs to ""the new generation"" of Puerto Rican urban musicians. His debut studio album, Afrodisíaco, was released in November 2020. His second studio album, Vice Versa, released in June 2021, featured the lead single ""Todo de Ti"". He has won one Latin Grammy Award from four nominations.

Rauw Alejandro's music style includes Latin R&B, reggaetón, rhythmic pop and ballads. <a href=""https://www.last.fm/music/Rauw+Alejandro"">Read more on Last.fm</a>","['Jhayco', 'Feid', 'Mora', 'Bad Bunny']"
499,Marshmello,2018560,51524006,"(1) Chris Comstock, better known by his stage name Marshmello, was born on May 19, 1992. He is an American electronic dance music producer and DJ. He first gained international recognition by remixing songs by Jack Ü and Zedd, and later collaborated with artists including Omar LinX, Ookay, Jauz and Slushii. In January 2017, his song ""Alone"" appeared on the U.S. Billboard Hot 100 chart.
In 2018, he released ""Friends"", a collaboration with British singer Anne-Marie which peaked in the top 20 in the US. <a href=""https://www.last.fm/music/Marshmello"">Read more on Last.fm</a>","['Martin Garrix', 'The Chainsmokers', 'Alan Walker', 'Jonas Blue']"
500,Humbe,109841,4656853,"Humberto Rodríguez Terrazas mejor conocido cómo Humbe es un cantante y compositor mexicano conocido por temas cómo «El Poeta» y «Te Conocí En Japón». <a href=""https://www.last.fm/music/Humbe"">Read more on Last.fm</a>","['Kenia Os', 'Kevin Kaarl', 'Danna Paola', 'Jesse & Joy']"
501,Kali Uchis,2276639,208181638,"Karly-Marina Loaiza, professionally known as Kali Uchis, is a Colombian-American singer-songwriter, record producer, music video director and fashion designer. She writes and produces most of her own music.

The stylistic range of left-field pop artist Kali Uchis is reflected in the variety of her collaborators – an extensive genre-crossing list that includes Tyler, the Creator, Gorillaz, Daniel Caesar, Juanes, and BadBadNotGood. A singer, songwriter <a href=""https://www.last.fm/music/Kali+Uchis"">Read more on Last.fm</a>","['SZA', 'Doja Cat', 'Victoria Monét', 'Omar Apollo']"
